EQUALS
arrpermz2 0 /

arrpermz2	1	319	319	325	325	1	167	/--	1024
arrpermz2	1	320	320	308	308	1	167	/--	1025
arrpermz2	1	320	320	304	304	1	167	/--	1026
arrpermz2	1	320	320	298	298	1	167	/--	1027
arrpermz2	1	320	320	292	292	1	167	/--	1028
arrpermz2	1	319	319	286	286	1	167	/--	1029
arrpermz2	1	318	318	279	279	1	167	/--	1030
arrpermz2	1	319	319	273	273	1	167	/--	1031
arrpermz2	1	319	319	267	267	1	167	/--	1032
arrpermz2	1	318	318	261	261	1	167	/--	1033
arrpermz2	1	317	317	254	254	1	167	/--	1034
arrpermz2	1	313	313	250	250	1	167	/--	1035
arrpermz2	1	311	311	243	243	1	167	/--	1036
arrpermz2	1	308	308	239	239	1	167	/--	1037
arrpermz2	1	305	305	231	231	1	167	/--	1038
arrpermz2	1	303	303	228	228	1	167	/--	1039
arrpermz2	1	301	301	222	222	1	167	/--	1040
arrpermz2	1	300	300	215	215	1	167	/--	1041
arrpermz2	1	297	297	209	209	1	167	/--	1042
arrpermz2	1	296	296	203	203	1	167	/--	1043
arrpermz2	1	295	295	198	198	1	167	/--	1044
arrpermz2	1	294	294	192	192	1	167	/--	1045
arrpermz2	1	293	293	185	185	1	167	/--	1046
arrpermz2	1	293	293	180	180	1	167	/--	1047
arrpermz2	1	292	292	172	172	1	167	/--	1048
arrpermz2	1	291	291	157	157	1	167	/--	1049
arrpermz2	1	292	292	151	151	1	167	/--	1050
arrpermz2	1	291	291	145	145	1	167	/--	1051
arrpermz2	1	291	291	139	139	1	167	/--	1052
arrpermz2	1	292	292	134	134	1	167	/--	1053
arrpermz2	1	292	292	128	128	1	167	/--	1054
arrpermz2	1	293	293	122	122	1	167	/--	1055
arrpermz2	1	294	294	112	112	1	167	/--	1056
arrpermz2	1	295	295	102	102	1	167	/--	1057
arrpermz2	1	295	295	91	91	1	167	/--	1058
arrpermz2	1	297	297	82	82	1	167	/--	1059
arrpermz2	1	300	300	72	72	1	167	/--	1060
arrpermz2	1	301	301	63	63	1	167	/--	1061
arrpermz2	1	305	305	54	54	1	167	/--	1062
arrpermz2	1	309	309	44	44	1	167	/--	1063
arrpermz2	1	312	312	34	34	1	167	/--	1064
arrpermz2	1	316	316	25	25	1	167	/--	1065
arrpermz2	1	319	319	15	15	1	167	/--	1066
arrpermz2	1	318	318	15	15	1	167	/--	1066Z
arrpermz2	1	431	431	273	273	1	167	/--	1089
arrpermz2	1	429	429	258	258	1	167	/--	1090
arrpermz2	1	427	427	241	241	1	167	/--	1091
arrpermz2	1	412	412	208	208	1	167	/--	1092
arrpermz2	1	403	403	181	181	1	167	/--	1093
arrpermz2	1	403	403	168	168	1	167	/--	1094
arrpermz2	1	402	402	154	154	1	167	/--	1095
arrpermz2	1	402	402	142	142	1	167	/--	1096
arrpermz2	1	402	402	114	114	1	167	/--	1097
arrpermz2	1	410	410	99	99	1	167	/--	1098
arrpermz2	1	427	427	68	68	1	167	/--	1099
arrpermz2	1	437	437	60	60	1	167	/--	1100
arrpermz2	1	439	439	18	18	1	167	/--	1101
arrpermz2	1	220	220	345	345	1	167	/--	1125
arrpermz2	1	218	218	325	325	1	167	/--	1127
arrpermz2	1	218	218	313	313	1	167	/--	1128
arrpermz2	1	218	218	303	303	1	167	/--	1129
arrpermz2	1	211	211	266	266	1	167	/--	1130
arrpermz2	1	207	207	256	256	1	167	/--	1131
arrpermz2	1	197	197	226	226	1	167	/--	1133
arrpermz2	1	194	194	216	216	1	167	/--	1134
arrpermz2	1	193	193	206	206	1	167	/--	1135
arrpermz2	1	193	193	197	197	1	167	/--	1136
arrpermz2	1	190	190	186	186	1	167	/--	1137
arrpermz2	1	190	190	165	165	1	167	/--	1139
arrpermz2	1	188	188	156	156	1	167	/--	1140
arrpermz2	1	190	190	146	146	1	167	/--	1141
arrpermz2	1	191	191	137	137	1	167	/--	1142
arrpermz2	1	192	192	116	116	1	167	/--	1143
arrpermz2	1	202	202	102	102	1	167	/--	1144
arrpermz2	1	196	196	77	77	1	167	/--	1145
arrpermz2	1	196	196	298	298	1	167	/--	11707
arrpermz2	1	366	366	286	286	1	167	/--	124
arrpermz2	1	267	267	316	316	1	167	/--	125
arrpermz2	1	181	181	263	263	1	167	/--	126
arrpermz2	1	175	175	218	218	1	167	/--	127
arrpermz2	1	371	371	166	166	1	167	/--	15197
arrpermz2	1	130	130	243	243	1	167	/--	15218
arrpermz2	1	148	148	253	253	1	167	/--	15221
arrpermz2	1	331	331	157	157	1	167	/--	15257
arrpermz2	1	167	167	249	249	1	167	/--	2013
arrpermz2	1	165	165	237	237	1	167	/--	2014
arrpermz2	1	165	165	224	224	1	167	/--	2014A
arrpermz2	1	160	160	201	201	1	167	/--	2015
arrpermz2	1	164	164	214	214	1	167	/--	2015A
arrpermz2	1	156	156	190	190	1	167	/--	2016
arrpermz2	1	151	151	180	180	1	167	/--	2017
arrpermz2	1	144	144	159	159	1	167	/--	2017A
arrpermz2	1	157	157	245	245	1	167	/--	2018
arrpermz2	1	153	153	222	222	1	167	/--	2019
arrpermz2	1	149	149	198	198	1	167	/--	2020
arrpermz2	1	139	139	175	175	1	167	/--	2021
arrpermz2	1	147	147	241	241	1	167	/--	2022
arrpermz2	1	145	145	228	228	1	167	/--	2023
arrpermz2	1	143	143	217	217	1	167	/--	2024
arrpermz2	1	140	140	205	205	1	167	/--	2025
arrpermz2	1	138	138	238	238	1	167	/--	2026
arrpermz2	1	133	133	228	228	1	167	/--	2027
arrpermz2	1	132	132	216	216	1	167	/--	2028
arrpermz2	1	126	126	232	232	1	167	/--	2029
arrpermz2	1	122	122	222	222	1	167	/--	2030
arrpermz2	1	118	118	211	211	1	167	/--	2031
arrpermz2	1	113	113	231	231	1	167	/--	2032
