EQUALS
arrkro2 0 /

arrkro2	1	319	319	325	325	1	167	/--	1024
arrkro2	1	320	320	308	308	1	167	/--	1025
arrkro2	1	320	320	304	304	1	167	/--	1026
arrkro2	1	320	320	298	298	1	167	/--	1027
arrkro2	1	320	320	292	292	1	167	/--	1028
arrkro2	1	319	319	286	286	1	167	/--	1029
arrkro2	1	318	318	279	279	1	167	/--	1030
arrkro2	1	319	319	273	273	1	167	/--	1031
arrkro2	1	319	319	267	267	1	167	/--	1032
arrkro2	1	318	318	261	261	1	167	/--	1033
arrkro2	1	317	317	254	254	1	167	/--	1034
arrkro2	1	313	313	250	250	1	167	/--	1035
arrkro2	1	311	311	243	243	1	167	/--	1036
arrkro2	1	308	308	239	239	1	167	/--	1037
arrkro2	1	305	305	231	231	1	167	/--	1038
arrkro2	1	303	303	228	228	1	167	/--	1039
arrkro2	1	301	301	222	222	1	167	/--	1040
arrkro2	1	300	300	215	215	1	167	/--	1041
arrkro2	1	297	297	209	209	1	167	/--	1042
arrkro2	1	296	296	203	203	1	167	/--	1043
arrkro2	1	295	295	198	198	1	167	/--	1044
arrkro2	1	294	294	192	192	1	167	/--	1045
arrkro2	1	293	293	185	185	1	167	/--	1046
arrkro2	1	293	293	180	180	1	167	/--	1047
arrkro2	1	292	292	172	172	1	167	/--	1048
arrkro2	1	291	291	157	157	1	167	/--	1049
arrkro2	1	292	292	151	151	1	167	/--	1050
arrkro2	1	291	291	145	145	1	167	/--	1051
arrkro2	1	291	291	139	139	1	167	/--	1052
arrkro2	1	292	292	134	134	1	167	/--	1053
arrkro2	1	292	292	128	128	1	167	/--	1054
arrkro2	1	293	293	122	122	1	167	/--	1055
arrkro2	1	294	294	112	112	1	167	/--	1056
arrkro2	1	295	295	102	102	1	167	/--	1057
arrkro2	1	295	295	91	91	1	167	/--	1058
arrkro2	1	297	297	82	82	1	167	/--	1059
arrkro2	1	300	300	72	72	1	167	/--	1060
arrkro2	1	301	301	63	63	1	167	/--	1061
arrkro2	1	305	305	54	54	1	167	/--	1062
arrkro2	1	309	309	44	44	1	167	/--	1063
arrkro2	1	312	312	34	34	1	167	/--	1064
arrkro2	1	316	316	25	25	1	167	/--	1065
arrkro2	1	319	319	15	15	1	167	/--	1066
arrkro2	1	318	318	15	15	1	167	/--	1066Z
arrkro2	1	431	431	273	273	1	167	/--	1089
arrkro2	1	429	429	258	258	1	167	/--	1090
arrkro2	1	427	427	241	241	1	167	/--	1091
arrkro2	1	412	412	208	208	1	167	/--	1092
arrkro2	1	403	403	181	181	1	167	/--	1093
arrkro2	1	403	403	168	168	1	167	/--	1094
arrkro2	1	402	402	154	154	1	167	/--	1095
arrkro2	1	402	402	142	142	1	167	/--	1096
arrkro2	1	402	402	114	114	1	167	/--	1097
arrkro2	1	410	410	99	99	1	167	/--	1098
arrkro2	1	427	427	68	68	1	167	/--	1099
arrkro2	1	437	437	60	60	1	167	/--	1100
arrkro2	1	439	439	18	18	1	167	/--	1101
arrkro2	1	220	220	345	345	1	167	/--	1125
arrkro2	1	218	218	325	325	1	167	/--	1127
arrkro2	1	218	218	313	313	1	167	/--	1128
arrkro2	1	218	218	303	303	1	167	/--	1129
arrkro2	1	211	211	266	266	1	167	/--	1130
arrkro2	1	207	207	256	256	1	167	/--	1131
arrkro2	1	197	197	226	226	1	167	/--	1133
arrkro2	1	194	194	216	216	1	167	/--	1134
arrkro2	1	193	193	206	206	1	167	/--	1135
arrkro2	1	193	193	197	197	1	167	/--	1136
arrkro2	1	190	190	186	186	1	167	/--	1137
arrkro2	1	190	190	165	165	1	167	/--	1139
arrkro2	1	188	188	156	156	1	167	/--	1140
arrkro2	1	190	190	146	146	1	167	/--	1141
arrkro2	1	191	191	137	137	1	167	/--	1142
arrkro2	1	192	192	116	116	1	167	/--	1143
arrkro2	1	202	202	102	102	1	167	/--	1144
arrkro2	1	196	196	77	77	1	167	/--	1145
arrkro2	1	196	196	298	298	1	167	/--	11707
arrkro2	1	366	366	286	286	1	167	/--	124
arrkro2	1	267	267	316	316	1	167	/--	125
arrkro2	1	181	181	263	263	1	167	/--	126
arrkro2	1	175	175	218	218	1	167	/--	127
arrkro2	1	371	371	166	166	1	167	/--	15197
arrkro2	1	130	130	243	243	1	167	/--	15218
arrkro2	1	148	148	253	253	1	167	/--	15221
arrkro2	1	331	331	157	157	1	167	/--	15257
arrkro2	1	167	167	249	249	1	167	/--	2013
arrkro2	1	165	165	237	237	1	167	/--	2014
arrkro2	1	165	165	224	224	1	167	/--	2014A
arrkro2	1	160	160	201	201	1	167	/--	2015
arrkro2	1	164	164	214	214	1	167	/--	2015A
arrkro2	1	156	156	190	190	1	167	/--	2016
arrkro2	1	151	151	180	180	1	167	/--	2017
arrkro2	1	144	144	159	159	1	167	/--	2017A
arrkro2	1	157	157	245	245	1	167	/--	2018
arrkro2	1	153	153	222	222	1	167	/--	2019
arrkro2	1	149	149	198	198	1	167	/--	2020
arrkro2	1	139	139	175	175	1	167	/--	2021
arrkro2	1	147	147	241	241	1	167	/--	2022
arrkro2	1	145	145	228	228	1	167	/--	2023
arrkro2	1	143	143	217	217	1	167	/--	2024
arrkro2	1	140	140	205	205	1	167	/--	2025
arrkro2	1	138	138	238	238	1	167	/--	2026
arrkro2	1	133	133	228	228	1	167	/--	2027
arrkro2	1	132	132	216	216	1	167	/--	2028
arrkro2	1	126	126	232	232	1	167	/--	2029
arrkro2	1	122	122	222	222	1	167	/--	2030
arrkro2	1	118	118	211	211	1	167	/--	2031
arrkro2	1	113	113	231	231	1	167	/--	2032
arrkro2	1	106	106	208	208	1	167	/--	2033
arrkro2	1	110	110	189	189	1	167	/--	2034
arrkro2	1	100	100	186	186	1	167	/--	2035
arrkro2	1	98	98	216	216	1	167	/--	2036
arrkro2	1	95	95	204	204	1	167	/--	2037
arrkro2	1	91	91	192	192	1	167	/--	2038
arrkro2	1	85	85	205	205	1	167	/--	2039
arrkro2	1	79	79	189	189	1	167	/--	2040
arrkro2	1	137	137	193	193	1	167	/--	2041
arrkro2	1	132	132	182	182	1	167	/--	2042
arrkro2	1	126	126	172	172	1	167	/--	2043
arrkro2	1	126	126	193	193	1	167	/--	2044
arrkro2	1	109	109	176	176	1	167	/--	2045
arrkro2	1	65	65	218	218	1	167	/--	2063
arrkro2	1	52	52	208	208	1	167	/--	2064
arrkro2	1	54	54	220	220	1	167	/--	2065
arrkro2	1	63	63	245	245	1	167	/--	2066
arrkro2	1	73	73	252	252	1	167	/--	2067A
arrkro2	1	75	75	210	210	1	167	/--	2068
arrkro2	1	77	77	220	220	1	167	/--	2069
arrkro2	1	79	79	230	230	1	167	/--	2070
arrkro2	1	78	78	230	230	1	167	/--	2070Z
arrkro2	1	83	83	242	242	1	167	/--	2071
arrkro2	1	85	85	252	252	1	167	/--	2072
arrkro2	1	88	88	224	224	1	167	/--	2073
arrkro2	1	98	98	234	234	1	167	/--	2074
arrkro2	1	93	93	246	246	1	167	/--	2075
arrkro2	1	95	95	256	256	1	167	/--	2076
arrkro2	1	99	99	228	228	1	167	/--	2077
arrkro2	1	112	112	231	231	1	167	/--	2078
arrkro2	1	106	106	250	250	1	167	/--	2079
arrkro2	1	392	392	290	290	1	167	/--	2082
arrkro2	1	392	392	277	277	1	167	/--	2083
arrkro2	1	392	392	268	268	1	167	/--	2084
arrkro2	1	390	390	254	254	1	167	/--	2085
arrkro2	1	387	387	244	244	1	167	/--	2086
arrkro2	1	378	378	177	177	1	167	/--	2087
arrkro2	1	371	371	199	199	1	167	/--	2090
arrkro2	1	367	367	188	188	1	167	/--	2091
arrkro2	1	367	367	181	181	1	167	/--	2092
arrkro2	1	365	365	178	178	1	167	/--	2092Z
arrkro2	1	379	379	281	281	1	167	/--	2095
arrkro2	1	363	363	211	211	1	167	/--	2096
arrkro2	1	358	358	201	201	1	167	/--	2097
